Days,PANDEM2 Outputs.confirmed cases,Hospital.total in hospital,Hospital.hospital admissions,Hospital.hospital discharges,Hospital.ICU admissions,Hospital.ICU discharges,Hospital.deaths in hospital,Hospital Resources.Beds,Hospital Resources.occupied ward beds,Hospital.physical ward beds available,Hospital.expected beds freed,Hospital.Patients Waiting for Ward Bed,Hospital.In Ward Overflow,Hospital.physical ward beds needed,Hospital.physical ward beds gap,Hospital Resources.max available nurses,Hospital Resources.Absent Nurses,Hospital Resources.Nurses,Hospital Resources.occupied nurses,Hospital Resources.available nurses,Hospital Resources.expected nurses freed,Hospital Resources.total nurses needed for incoming patients,Hospital Resources.nurses gap,Hospital Resources.extra staff needed for overflow patients,Hospital Resources.staffed ward beds available,Hospital Resources.staffed ward beds needed,Hospital Resources.staffed ward beds gap,Hospital.ward admissions,Hospital.moving to ward overflow,Hospital Resources.ICU Beds,Hospital Resources.occupied ICU beds,Hospital.physical ICU beds available,Hospital.expected ICU beds freed,Hospital.Patients Waiting for ICU,Hospital.In ICU Overflow,Hospital.physical ICU beds needed,Hospital.physical ICU beds gap,Hospital Resources.max available ICU nurses,Hospital Resources.Absent ICU Nurses,Hospital Resources.ICU Nurses,Hospital Resources.occupied ICU nurses,Hospital Resources.available ICU nurses,Hospital Resources.expected ICU nurses freed,Hospital Resources.total ICU nurses needed for incoming patients,Hospital Resources.ICU nurses gap,Ventilators.ventilators in stock,Ventilators.ventilators in use,Ventilators.ventilators available,Ventilators.expected ventilators freed,Ventilators.ventilators needed for incoming ICU patients,Ventilators.gap in ventilators,Hospital Resources.staffed equipped ICU beds available,Hospital Resources.staffed equipped ICU beds needed,Hospital Resources.staffed equipped ICU beds gap,Hospital.moving to ICU overflow,Hospital.at risk of dying from lack of ICU,PPE.PPE,PPE.PPE needed,PPE.PPE gap,PPE.total PPE used,PPE.interrupted PPE supply,Hospital.Total needed ICU,Hospital.Total ICU admissions,Hospital.Total needed Ward Bed,Hospital.Total Ward admissions,Hospital.Potential deaths due to lack of ICU,Hospital.total deaths,Hospital.peak ICU demand,Hospital.peak demand ICU beds,Hospital.peak demand ICU nurses,Hospital.peak demand ventilators,Hospital.peak ward demand,Hospital.peak demand ward beds,Hospital.peak demand nurses,Hospital.peak demand PPE,Hospital Resources.activate surge strategy 1,Hospital Resources.activate surge strategy 2,PPE.activate surge strategy 3,Hospital Resources.activate surge strategy 4
11,1.569123606,0.149239168,0.073705241,0.020848419,0.004853591,0.000569754,0.001183779,10000,0.087323223,9999.912677,0.00886734,0.04452777,0,0.04452777,0,2500,0.0000557,2499.999944,0.017464645,2499.98248,0.001773468,0.008905554,0,0,9999.912677,0.04452777,0,0.04452777,0,4000,0.012534584,3999.987465,0.000452338,0.004853591,0,0.004853591,0,2000,0.0000446,1999.999955,0.006267292,1999.993688,0.000226169,0.002426796,0,2000,0.007019367,1999.992981,0.000253309,0.002718011,0,3571.416489,0.004853591,0,0,0,49668.07038,0.175321431,0,0.526506861,0,0.020648029,0.015794438,0.197381177,0.152853408,0,0.003256113,0.015878302,0.015878302,0.007939151,0.008891849,0.107806803,0.107806803,0.021561361,0.147502557,0,0,0,0
12,1.977960841,0.191115983,0.092717952,0.026793407,0.006159781,0.000752783,0.001545399,10000,0.112223693,9999.887776,0.011922774,0.056171282,0,0.056171282,0,2500,0.0000703,2499.99993,0.022444739,2499.977485,0.002384555,0.011234256,0,0,9999.887776,0.056171282,0,0.056171282,0,4000,0.016561227,3999.983439,0.000629086,0.006159781,0,0.006159781,0,2000,0.0000563,1999.999944,0.008280613,1999.991663,0.000314543,0.00307989,0,2000,0.009274287,1999.990726,0.000352288,0.003449477,0,3571.412639,0.006159781,0,0,0,49795.70164,0.225197494,0,0.724301393,0,0.027396155,0.021236375,0.259446003,0.203274721,0,0.004602797,0.020745507,0.020745507,0.010372753,0.011617484,0.137587943,0.137587943,0.027517589,0.18945171,0,0,0,0
13,2.489597283,0.243263418,0.116457666,0.03417453,0.007789506,0.00098171,0.001996345,10000,0.143139393,9999.856861,0.015729031,0.0707369,0,0.0707369,0,2500,0.0000888,2499.999911,0.028627879,2499.971283,0.003145806,0.01414738,0,0,9999.856861,0.0707369,0,0.0707369,0,4000,0.02159762,3999.978402,0.000854506,0.007789506,0,0.007789506,0,2000,0.000071,1999.999929,0.01079881,1999.98913,0.000427253,0.003894753,0,2000,0.012094667,1999.987905,0.000478523,0.004362123,0,3571.407828,0.007789506,0,0,0,49886.72002,0.287344107,0,0.977492915,0,0.035919652,0.028130146,0.337596372,0.266859472,0,0.006351303,0.026829451,0.026829451,0.013414725,0.015024492,0.174669246,0.174669246,0.034933849,0.241742872,0,0,0,0
14,3.128803794,0.308280521,0.146043767,0.043363305,0.009823094,0.00126786,0.002559086,10000,0.181626408,9999.818374,0.0204676,0.08893809,0,0.08893809,0,2500,0.000112,2499.999888,0.036325282,2499.963563,0.00409352,0.017787618,0,0,9999.818374,0.08893809,0,0.08893809,0,4000,0.027892929,3999.972107,0.001139975,0.009823094,0,0.009823094,0,2000,0.0000896,1999.99991,0.013946464,1999.985964,0.000569988,0.004911547,0,2000,0.01562004,1999.98438,0.000638386,0.005500933,0,3571.401818,0.009823094,0,0,0,49951.56682,0.364854556,0,1.299748806,0,0.046658688,0.036835594,0.435841539,0.346903448,0,0.008601089,0.034430936,0.034430936,0.017215468,0.019281324,0.220899634,0.220899634,0.044179927,0.306976973,0,0,0,0
15,3.925947767,0.389356232,0.182844083,0.054815514,0.012358875,0.00162534,0.00326143,10000,0.229593775,9999.770406,0.026368166,0.111646106,0,0.111646106,0,2500,0.000141,2499.999859,0.045918755,2499.95394,0.005273633,0.022329221,0,0,9999.770406,0.111646106,0,0.111646106,0,4000,0.035757475,3999.964243,0.001499795,0.012358875,0,0.012358875,0,2000,0.000113,1999.999887,0.017878738,1999.982008,0.000749897,0.006179438,0,2000,0.020024186,1999.979976,0.000839885,0.00692097,0,3571.394314,0.012358875,0,0,0,49997.68996,0.461530758,0,1.70815025,0,0.0601599,0.047801025,0.55914582,0.447499714,0,0.011476495,0.043922998,0.043922998,0.021961499,0.024596879,0.278543681,0.278543681,0.055708736,0.388351175,0,0,0,0
16,4.91817347,0.490398609,0.228526185,0.06908951,0.015517127,0.002071632,0.004137686,10000,0.289380147,9999.71062,0.033718173,0.139925422,0,0.139925422,0,2500,0.000177645,2499.999822,0.057876029,2499.941946,0.006743635,0.027985084,0,0,9999.71062,0.139925422,0,0.139925422,0,4000,0.045575912,3999.954424,0.001951865,0.015517127,0,0.015517127,0,2000,0.000142,1999.999858,0.022787956,1999.97707,0.000975933,0.007758564,0,2000,0.025522511,1999.974477,0.001093045,0.008689591,0,3571.384947,0.015517127,0,0,0,50030.39824,0.582038168,0,2.223971023,0,0.077100135,0.061583008,0.713641052,0.57371563,0,0.015132614,0.055766541,0.055766541,0.027883271,0.031229263,0.35037313,0.35037313,0.070074626,0.489789483,0,0,0,0
17,6.150808531,0.616190327,0.285118025,0.086868542,0.019444768,0.00262833,0.005230064,10000,0.363847298,9999.636153,0.042874652,0.175075005,0,0.175075005,0,2500,0.00022343,2499.999777,0.07276946,2499.927007,0.00857493,0.035015001,0,0,9999.636153,0.175075005,0,0.175075005,0,4000,0.057823256,3999.942177,0.002518504,0.019444768,0,0.019444768,0,2000,0.000179,1999.999821,0.028911628,1999.97091,0.001259252,0.009722384,0,2000,0.032381024,1999.967619,0.001410362,0.01088907,0,3571.373267,0.019444768,0,0,0,50053.47102,0.732092364,0,2.873625677,0,0.098315222,0.078870454,0.906883595,0.731808589,0,0.019762423,0.070529255,0.070529255,0.035264628,0.039496383,0.439776664,0.439776664,0.087955333,0.616099803,0,0,0,0
18,7.679032797,0.772574528,0.355079516,0.108987591,0.024320915,0.003322012,0.006590378,10000,0.456492528,9999.543507,0.054278724,0.218676811,0,0.218676811,0,2500,0.000280666,2499.999719,0.091298506,2499.908421,0.010855745,0.043735362,0,0,9999.543507,0.218676811,0,0.218676811,0,4000,0.073084274,3999.926916,0.003227429,0.024320915,0,0.024320915,0,2000,0.000225,1999.999775,0.036542137,1999.963233,0.001613715,0.012160457,0,2000,0.040927193,1999.959073,0.00180736,0.013619712,0,3571.358715,0.024320915,0,0,0,50069.59294,0.91868231,0,3.689821035,0,0.124834699,0.100513784,1.148163903,0.929487092,0,0.025605454,0.088908386,0.088908386,0.044454193,0.049788696,0.550890768,0.550890768,0.110178154,0.773161733,0,0,0,0
19,9.569852211,0.966675977,0.441386811,0.136465387,0.030363476,0.004185309,0.008282074,10000,0.571582771,9999.428417,0.068473259,0.272652923,0,0.272652923,0,2500,0.00035208,2499.999648,0.114316554,2499.885331,0.013694652,0.054530585,0,0,9999.428417,0.272652923,0,0.272652923,0,4000,0.092076808,3999.907923,0.004112944,0.030363476,0,0.030363476,0,2000,0.000281664,1999.999718,0.046038404,1999.95368,0.002056472,0.015181738,0,2000,0.051563012,1999.948437,0.002303248,0.017003546,0,3571.340608,0.030363476,0,0,0,50080.66384,1.150336402,0,4.712950453,0,0.1579236,0.127560125,1.448878128,1.176225206,0,0.032958325,0.111758044,0.111758044,0.055879022,0.062584505,0.688755196,0.688755196,0.137751039,0.968150306,0,0,0,0
20,11.90442637,1.207163458,0.547631218,0.170542451,0.037836937,0.00525817,0.010382668,10000,0.714313931,9999.285686,0.086124198,0.339332856,0,0.339332856,0,2500,0.000441014,2499.999559,0.142862786,2499.856696,0.01722484,0.067866571,0,0,9999.285686,0.339332856,0,0.339332856,0,4000,0.115679734,3999.88432,0.005217368,0.037836937,0,0.037836937,0,2000,0.000352811,1999.999647,0.057839867,1999.941807,0.002608684,0.018918468,0,2000,0.064780651,1999.935219,0.002921726,0.021188685,0,3571.318109,0.037836937,0,0,0,50088.01931,1.437438464,0,5.992776901,0,0.19913258,0.161295643,1.822972816,1.48363996,0,0.042187472,0.14012183,0.14012183,0.070060915,0.078468225,0.859497148,0.859497148,0.17189943,1.209801724,0,0,0,0
21,14.78080469,1.504560141,0.67813492,0.212726147,0.047061546,0.006589379,0.012986631,10000,0.890999571,9999.109,0.108046177,0.421532687,0,0.421532687,0,2500,0.000551549,2499.999448,0.178199914,2499.821249,0.021609235,0.084306537,0,0,9999.109,0.421532687,0,0.421532687,0,4000,0.144966336,3999.855034,0.006592753,0.047061546,0,0.047061546,0,2000,0.000441239,1999.999559,0.072483168,1999.927076,0.003296376,0.023530773,0,2000,0.081181148,1999.918819,0.003691942,0.026354466,0,3571.290198,0.047061546,0,0,0,50092.58734,1.792601965,0,7.590458604,0,0.250357853,0.203296307,2.287475511,1.865942823,0,0.053744536,0.175271682,0.175271682,0.087635841,0.098152142,1.070548856,1.070548856,0.214109771,1.508728061,0,0,0,0
22,18.31713259,1.871609665,0.838085919,0.264843876,0.058424103,0.008238365,0.016208826,10000,1.109293719,9998.890706,0.135233138,0.522647816,0,0.522647816,0,2500,0.00068866,2499.999311,0.221858744,2499.777453,0.027046628,0.104529563,0,0,9998.890706,0.522647816,0,0.522647816,0,4000,0.181244027,3999.818756,0.008302943,0.058424103,0,0.058424103,0,2000,0.000550928,1999.999449,0.090622014,1999.908827,0.004151471,0.029212051,0,2000,0.101496655,1999.898503,0.004649648,0.032717497,0,3571.25563,0.058424103,0,0,0,50094.99921,2.23111186,0,9.58097976,0,0.313912658,0.255488555,2.86312601,2.340478193,0,0.068184876,0.21875397,0.21875397,0.109376985,0.122502223,1.330903903,1.330903903,0.266180781,1.877788828,0,0,0,0
23,22.65539629,2.323706625,1.033694826,0.329105699,0.0723906,0.010277339,0.020188567,10000,1.378453191,9998.621547,0.168894773,0.646761384,0,0.646761384,0,2500,0.000858394,2499.999142,0.275690638,2499.723451,0.033778955,0.129352277,0,0,9998.621547,0.646761384,0,0.646761384,0,4000,0.22610145,3999.773899,0.010426031,0.0723906,0,0.0723906,0,2000,0.000686715,1999.999313,0.113050725,1999.886263,0.005213016,0.0361953,0,2000,0.126616812,1999.873383,0.005838577,0.040538736,0,3571.212896,0.0723906,0,0,0,50095.66749,2.771444701,0,12.05605886,0,0.392612219,0.320221619,3.575125151,2.928363767,0,0.086189814,0.272444033,0.272444033,0.136222016,0.152568658,1.651418296,1.651418296,0.330283659,2.332528378,0,0,0,0
24,27.96578202,2.879401239,1.272376447,0.408177863,0.089520997,0.012793826,0.025094399,10000,1.7096455,9998.290355,0.210499713,0.798770572,0,0.798770572,0,2500,0.001068084,2499.998932,0.3419291,2499.657003,0.042099943,0.159754114,0,0,9998.290355,0.798770572,0,0.798770572,0,4000,0.281464169,3999.718536,0.013057295,0.089520997,0,0.089520997,0,2000,0.000854468,1999.999146,0.140732085,1999.858413,0.006528648,0.044760499,0,2000,0.157619935,1999.84238,0.007312085,0.050131759,0,3571.160165,0.089520997,0,0,0,50094.84034,3.435878989,0,15.12761836,0,0.489874443,0.400353445,4.454020408,3.655249835,0,0.108593252,0.33861048,0.33861048,0.16930524,0.189621869,2.045162999,2.045162999,0.4090326,2.891689199,0,0,0,0
25,34.45173319,3.560989121,1.562959303,0.50526882,0.110486407,0.01589365,0.03112973,10000,2.116309193,9997.883691,0.261826567,0.984533229,0,0.984533229,0,2500,0.001326603,2499.998673,0.423261839,2499.575412,0.052365313,0.196906646,0,0,9997.883691,0.984533229,0,0.984533229,0,4000,0.349660294,3999.65034,0.016312679,0.110486407,0,0.110486407,0,2000,0.001061283,1999.998939,0.174830147,1999.824109,0.00815634,0.055243203,0,2000,0.195809764,1999.80419,0.0091351,0.061872388,0,3571.095224,0.110486407,0,0,0,50092.63858,4.251209172,0,18.93191211,0,0.609838915,0.499352508,5.536750164,4.552216936,0,0.136413479,0.419990775,0.419990775,0.209995387,0.235194834,2.527835424,2.527835424,0.505567085,3.57781236,0,0,0,0
26,42.35579719,4.395198276,1.915926559,0.624229579,0.136089043,0.019704435,0.038539412,10000,2.614574153,9997.385426,0.325024,1.211037516,0,1.211037516,0,2500,0.001644655,2499.998355,0.522914831,2499.475441,0.0650048,0.242207503,0,0,9997.385426,1.211037516,0,1.211037516,0,4000,0.433497564,3999.566502,0.020332918,0.136089043,0,0.136089043,0,2000,0.001315724,1999.998684,0.216748782,1999.781935,0.010166459,0.068044522,0,2000,0.242758636,1999.757241,0.011386434,0.076209864,0,3571.015407,0.136089043,0,0,0,50089.08029,5.249578187,0,23.63442108,0,0.757507112,0.621418069,6.867871419,5.656833904,0,0.170891025,0.519879794,0.519879794,0.259939897,0.291132684,3.118238174,3.118238174,0.623647635,4.417937658,0,0,0,0
27,51.966361,5.413986705,2.343692025,0.769670384,0.167285288,0.02437971,0.047617443,10000,3.223750297,9996.77625,0.402681236,1.486597497,0,1.486597497,0,2500,0.002035121,2499.997965,0.644750059,2499.353215,0.080536247,0.297319499,0,0,9996.77625,1.486597497,0,1.486597497,0,4000,0.536353622,3999.463646,0.025288412,0.167285288,0,0.167285288,0,2000,0.001628097,1999.998372,0.268176811,1999.730195,0.012644206,0.083642644,0,2000,0.300358028,1999.699642,0.014161511,0.093679761,0,3570.917506,0.167285288,0,0,0,50084.09607,6.46944507,0,29.43564344,0,0.938907102,0.771621814,8.500998757,7.01440126,0,0.213533624,0.642233255,0.642233255,0.321116628,0.359650623,3.838834189,3.838834189,0.767766838,5.444417327,0,0,0,0
28,63.62538326,6.655465335,2.860915167,0.947095913,0.205212267,0.030103698,0.05871592,10000,3.966893877,9996.033106,0.497910522,1.821077827,0,1.821077827,0,2500,0.002513467,2499.997487,0.793378775,2499.204108,0.099582104,0.364215565,0,0,9996.033106,1.821077827,0,1.821077827,0,4000,0.662281365,3999.337719,0.031384963,0.205212267,0,0.205212267,0,2000,0.002010773,1999.997989,0.331140682,1999.666849,0.015692481,0.102606133,0,2000,0.370877564,1999.629122,0.017575579,0.114918869,0,3570.797675,0.205212267,0,0,0,50077.53713,7.956705783,0,36.57792256,0,1.161286441,0.956074174,10.5004858,8.679407971,0,0.266169438,0.791788127,0.791788127,0.395894064,0.443401351,4.716388283,4.716388283,0.943277657,6.695858601,0,0,0,0
29,77.73723733,8.164962288,3.484859274,1.163061428,0.251218366,0.037096887,0.072255431,10000,4.87146148,9995.128539,0.614443255,2.226150919,0,2.226150919,0,2500,0.003098209,2499.996902,0.974292296,2499.02261,0.122888651,0.445230184,0,0,9995.128539,2.226150919,0,2.226150919,0,4000,0.816131522,3999.183868,0.038870506,0.251218366,0,0.251218366,0,2000,0.002478567,1999.997521,0.408065761,1999.589456,0.019435253,0.125609183,0,2000,0.457033652,1999.542966,0.021767484,0.140682285,0,3570.65131,0.251218366,0,0,0,50069.17809,9.76598712,0,45.35347521,0,1.43333739,1.182119023,12.9433839,10.71723298,0,0.331009906,0.974202338,0.974202338,0.487101169,0.545553309,5.78270596,5.78270596,1.156541192,8.218211804,0,0,0,0
30,94.7787873,9.996245855,4.235797065,1.425352472,0.306898147,0.045622491,0.088737076,10000,5.970062709,9994.029937,0.756741682,2.715590207,0,2.715590207,0,2500,0.003811459,2499.996189,1.194012542,2498.802176,0.151348336,0.543118041,0,0,9994.029937,2.715590207,0,2.715590207,0,4000,1.003694792,3998.996305,0.048042986,0.306898147,0,0.306898147,0,2000,0.003049167,1999.996951,0.501847396,1999.495103,0.024021493,0.153449074,0,2000,0.562069084,1999.437931,0.026904072,0.171862962,0,3570.47292,0.306898147,0,0,0,50058.71516,11.96213526,0,56.11380305,0,1.765459073,1.458560926,15.9217167,13.20612649,0,0.410723725,1.196216346,1.196216346,0.598108173,0.669881154,7.07548126,7.07548126,1.415096252,10.06602212,0,0,0,0
